Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FieldmapKey01,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,MultibandAccelerationFactor,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__101,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,101,1,90.0,90.0,60.0,2e-06,0.08,0.00051,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,0,,True,,1.0,j-,7.03,0.045,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__102,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,102,1,90.0,90.0,60.0,2e-06,0.08,0.00051,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,0,,True,,1.0,j-,7.03,0.045,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__103,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,103,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__104,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,104,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__105,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,105,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,True,,1.0,j-,5.301,0.046,2.393,2.393,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__106,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,106,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,False,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__107,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,107,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__108,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,108,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,,,,,,,,60,,True,,1.0,j-,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__109,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,109,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__110,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,110,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j-,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__111,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,111,1,90.0,90.0,60.0,2e-06,0.08,0.00051,,,90.0,,,,,,,,,0,,True,,1.0,j-,7.03,0.045,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__112,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,112,1,84.0,84.0,60.0,3e-06,0.066,0.00072,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,,,,,60,,True,,1.0,i,6.61,0.06,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__113,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,113,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__114,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,114,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__115,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,115,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j-,5.301,0.046,2.393,2.393,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__116,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,116,1,90.0,90.0,60.0,2e-06,0.08,0.00051,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,0,,True,,1.0,j-,7.03,0.045,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__117,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,117,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,60,,False,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__118,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,118,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__119,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,119,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__120,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,120,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,,,,,60,,True,,1.0,j-,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__121,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,121,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__122,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,122,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,False,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__123,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,123,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,,,,,,,60,,True,,1.0,j-,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__124,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,124,1,90.0,90.0,60.0,2e-06,0.08,0.00051,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,0,,True,,1.0,j-,7.03,0.045,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__125,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,125,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__126,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,126,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j-,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__127,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,127,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__128,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,128,1,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,True,,1.0,j-,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__129,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,129,1,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j-,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__1,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,1,432,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__2,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,2,271,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__3,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,3,260,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__4,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,4,247,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__5,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,5,142,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__6,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,6,94,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__7,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,7,93,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__8,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,8,70,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__9,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,9,53,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__10,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,10,39,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__11,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,11,32,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,,,,,,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__12,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,12,32,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__13,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,13,30,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__14,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,14,22,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__15,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,15,20,90.0,90.0,60.0,2e-06,0.08,0.00051,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,0,,True,,1.0,j,7.03,0.045,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__16,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,16,20,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__17,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,17,19,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__18,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,18,19,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__19,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,19,18,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__20,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,20,17,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__21,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,21,16,84.0,84.0,60.0,3e-06,0.051,0.0005,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,False,,1.0,j,5.301,0.041,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__22,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,22,12,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,,,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__23,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,23,11,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__24,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,24,10,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__25,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,25,8,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,,,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__26,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,26,8,84.0,84.0,60.0,3e-06,0.051,0.00055,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,True,,1.0,j,5.301,0.046,2.405,2.405,2.4
