Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FieldmapKey01,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,MultibandAccelerationFactor,NSliceTimes,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__30,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,30,6,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__31,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,31,5,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__32,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,32,5,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__33,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,33,5,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__34,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,34,4,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__35,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,35,4,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__36,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,36,4,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__37,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,37,4,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__38,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,38,4,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__39,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,39,4,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__40,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,40,4,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__41,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,41,3,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__42,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,42,3,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__43,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,43,3,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__44,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,44,3,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__45,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,45,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-rest,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__46,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,46,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__47,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,47,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__48,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,48,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__49,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,49,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__50,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,50,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__51,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,51,2,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__52,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,52,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__53,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,53,2,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__54,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,54,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__55,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,55,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__56,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,56,2,2.6E-06,0.0658,0.000720017,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,60,,1.0,i,6.61,0.0597614
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__57,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,57,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__58,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,58,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_suffix-bold_task-rest,,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__59,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,59,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__60,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,60,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__61,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,61,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__62,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,62,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__63,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,63,2,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_suffix-bold_task-movieTP,,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__64,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,64,2,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__65,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,65,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__66,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,66,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__67,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,67,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__68,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,68,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__69,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,69,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__70,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,70,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__71,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,71,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__72,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,72,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__73,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,73,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__74,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,74,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__75,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,75,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,0,,1.0,j,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__76,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,76,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__77,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,77,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,,0,,1.0,j,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__78,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,78,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__79,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,79,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__80,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,80,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__81,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,81,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__82,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,82,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__83,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,83,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__84,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,84,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__85,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,85,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__86,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,86,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__87,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,87,1,2.6E-06,0.0512,0.000550001,,,90.0,,,,,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__88,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,88,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__89,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,89,1,2.6E-06,0.0658,0.000720017,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,,,60,,1.0,i,6.61,0.0597614
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__90,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,90,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_suffix-bold_task-movieTP,,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__91,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,91,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__92,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,92,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,0,,1.0,j,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__93,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,93,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__94,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,94,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j-,5.301,0.04565
